country,sor_code,description,unit,published_unit,rate_2026,currency,section,source
IN,18.41.9,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (100 mm diameter pipe)",m,metre,376.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.42.1,Boring with 100 mm diameter casing pipe for hand pump / tubewell (Up to 6 metres depth),m,metre,764.09,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.42.2,Boring with 100 mm diameter casing pipe for hand pump / tubewell (Beyond 6 m and up to 12 m depth),m,metre,903.73,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.42.3,Boring with 100 mm diameter casing pipe for hand pump / tubewell (Beyond 12 m and up to 18 m depth),m,metre,1047.66,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.43,Providing and placing in position filters of 40 mm diameter G.I. pipe with brass strainer,m,metre,1005.51,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.44,Providing and fixing to filter and lowering to proper levels 40 mm G.I. pipe for tube well,m,metre,617.95,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.45,Providing and placing in position hand pump of approved quality for 40 mm diameter G.I. pipe,item,each,1457.28,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.1,"Providing and fixing G.I. Union in G.I. pipe (New work, 15 mm nominal bore)",item,each,324.3,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.2,"Providing and fixing G.I. Union in G.I. pipe (New work, 20 mm nominal bore)",item,each,357.37,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.3,"Providing and fixing G.I. Union in G.I. pipe (New work, 25 mm nominal bore)",item,each,456.64,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.4,"Providing and fixing G.I. Union in G.I. pipe (New work, 32 mm nominal bore)",item,each,506.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.5,"Providing and fixing G.I. Union in G.I. pipe (New work, 40 mm nominal bore)",item,each,646.88,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.6,"Providing and fixing G.I. Union in G.I. pipe (New work, 50 mm nominal bore)",item,each,873.76,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.7,"Providing and fixing G.I. Union in G.I. pipe (New work, 65 mm nominal bore)",item,each,1229.45,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.46.8,"Providing and fixing G.I. Union in G.I. pipe (New work, 80 mm nominal bore)",item,each,1312.17,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.1,Providing and fixing G.I. Union in existing G.I. pipe line (15 mm nominal bore),item,each,844.37,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.2,Providing and fixing G.I. Union in existing G.I. pipe line (20 mm nominal bore),item,each,877.51,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.3,Providing and fixing G.I. Union in existing G.I. pipe line (25 mm nominal bore),item,each,976.74,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.4,Providing and fixing G.I. Union in existing G.I. pipe line (32 mm nominal bore),item,each,1026.38,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.5,Providing and fixing G.I. Union in existing G.I. pipe line (40 mm nominal bore),item,each,1166.98,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.6,Providing and fixing G.I. Union in existing G.I. pipe line (50 mm nominal bore),item,each,1583.07,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.7,Providing and fixing G.I. Union in existing G.I. pipe line (65 mm nominal bore),item,each,1938.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.47.8,Providing and fixing G.I. Union in existing G.I. pipe line (80 mm nominal bore),item,each,2021.51,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.5.1,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 20mm OD (SDR-7.4), Concealed Work)",m,metre,543.96,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.5.2,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 25mm OD (SDR-7.4), Concealed Work)",m,metre,620.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.5.3,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 32mm OD (SDR-7.4), Concealed Work)",m,metre,670.31,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.53.1,Providing and fixing C.P. brass angle valve for basin mixer and geyser points (15mm nominal bore),item,each,618.64,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.59.1,Providing and fixing C.I. double acting air valve (50 mm dia),item,each,6394.82,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.59.2,Providing and fixing C.I. double acting air valve (80 mm dia),item,each,7734.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.59.3,Providing and fixing C.I. double acting air valve (100 mm dia),item,each,10157.96,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.1,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 20mm OD (SDR-7.4), External work)",m,metre,264.51,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.10,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 160 mm OD (SDR- 11), External work)",m,metre,5607.35,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.2,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 25 mm OD (SDR-7.4), External work)",m,metre,331.67,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.3,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 32 mm OD (SDR-7.4), External work)",m,metre,396.48,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.4,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 40 mm OD (SDR-7.4), External work)",m,metre,518.45,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.5,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 50 mm OD (SDR- 11), External work)",m,metre,703.19,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.6,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 63 mm OD (SDR- 11), External work)",m,metre,809.61,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.7,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 75 mm OD (SDR- 11), External work)",m,metre,1087.54,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.8,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 90 mm OD (SDR- 11), External work)",m,metre,1513.64,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.6.9,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 110 mm OD (SDR- 11), External work)",m,metre,2089.27,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.7.1,"Providing and fixing C.P.V.C. Pipes (15 mm nominal dia Pipes, Internal work - Exposed on wall)",m,metre,316.4,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.7.2,"Providing and fixing C.P.V.C. Pipes (20 mm nominal dia Pipes, Internal work - Exposed on wall)",m,metre,401.96,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.7.3,"Providing and fixing C.P.V.C. Pipes (25 mm nominal dia Pipes, Internal work - Exposed on wall)",m,metre,505.19,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.7.4,"Providing and fixing C.P.V.C. Pipes (32 mm nominal dia Pipes, Internal work - Exposed on wall)",m,metre,619.44,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.7.5,"Providing and fixing C.P.V.C. Pipes (40 mm nominal dia Pipes, Internal work - Exposed on wall)",m,metre,833.76,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.7.6,"Providing and fixing C.P.V.C. Pipes (50 mm nominal dia Pipes, Internal work - Exposed on wall)",m,metre,1146.21,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.1,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (100 mm dia pipes joint),item,joint,118.88,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.10,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (600 mm dia pipes joint),item,joint,1188.49,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.11,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (700 mm dia pipes joint),item,joint,1553.91,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.12,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (750 mm dia pipes joint),item,joint,1702.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.13,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (800 mm dia pipes joint),item,joint,1950.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.14,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (900 mm dia pipes joint),item,joint,2427.73,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.15,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (1000 mm dia pipes joint),item,joint,2801.19,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.2,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (150 mm dia pipes joint),item,joint,192.94,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.3,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (200 mm dia pipes joint),item,joint,283.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.4,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (250 mm dia pipes joint),item,joint,346.38,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.5,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (300 mm dia pipes joint),item,joint,442.14,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.6,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (350 mm dia pipes joint),item,joint,514.71,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.7,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (400 mm dia pipes joint),item,joint,716.37,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.8,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (450 mm dia pipes joint),item,joint,828.64,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.70.9,Providing push-on-joints to Centrifugally (Spun) Cast Iron Pipes or Ductile Iron Pipes (500 mm dia pipes joint),item,joint,884.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.1,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (100 mm dia C.I. Double Flanged Pipe)",m,metre,2272.63,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.10,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (600 mm dia C.I. Double Flanged Pipe)",m,metre,30881.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.2,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (150 mm dia C.I. Double Flanged Pipe)",m,metre,3560.83,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.3,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (200 mm dia C.I. Double Flanged Pipe)",m,metre,5607.35,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.4,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (250 mm dia C.I. Double Flanged Pipe)",m,metre,6797.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.5,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (300 mm dia C.I. Double Flanged Pipe)",m,metre,8688.8,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.6,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (350 mm dia C.I. Double Flanged Pipe)",m,metre,10939.17,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.7,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (400 mm dia C.I. Double Flanged Pipe)",m,metre,14139.84,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.8,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (450 mm dia C.I. Double Flanged Pipe)",m,metre,17982.39,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.71.9,"Providing and laying Double Flanged (screwed/welded) Centrifugally (Spun) Cast Iron, Class B (500 mm dia C.I. Double Flanged Pipe)",m,metre,22295.08,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.1,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (100 mm dia Ductile Iron Class K-7 pipes),m,metre,1386.13,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.10,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (600 mm dia Ductile Iron Class K-7 pipes),m,metre,9873.95,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.11,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (700 mm dia Ductile Iron Class K-7 pipes),m,metre,12871.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.12,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (800 mm dia Ductile Iron Class K-7 pipes),m,metre,16050.94,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.13,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (900 mm dia Ductile Iron Class K-7 pipes),m,metre,20711.43,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.14,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (1000 mm dia Ductile Iron Class K-7 pipes),m,metre,21829.63,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.15,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (100 mm dia Ductile Iron Class K-9 pipes),m,metre,1337.98,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.16,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (150 mm dia Ductile Iron Class K-9 pipes),m,metre,2009.21,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.17,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (200 mm dia Ductile Iron Class K-9 pipes),m,metre,2754.89,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.18,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (250 mm dia Ductile Iron Class K-9 pipes),m,metre,3839.27,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.19,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (300 mm dia Ductile Iron Class K-9 pipes),m,metre,4800.57,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.2,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (150 mm dia Ductile Iron Class K-7 pipes),m,metre,1979.85,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.20,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (350 mm dia Ductile Iron Class K-9 pipes),m,metre,5875.44,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.21,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (400 mm dia Ductile Iron Class K-9 pipes),m,metre,7516.94,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.22,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (450 mm dia Ductile Iron Class K-9 pipes),m,metre,8746.54,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.23,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (500 mm dia Ductile Iron Class K-9 pipes),m,metre,10915.74,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.24,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (600 mm dia Ductile Iron Class K-9 pipes),m,metre,13227.25,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.3,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (200 mm dia Ductile Iron Class K-7 pipes),m,metre,2443.06,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.4,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (250 mm dia Ductile Iron Class K-7 pipes),m,metre,3145.47,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.5,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (300 mm dia Ductile Iron Class K-7 pipes),m,metre,3928.84,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.6,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (350 mm dia Ductile Iron Class K-7 pipes),m,metre,4666.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.7,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (400 mm dia Ductile Iron Class K-7 pipes),m,metre,5595.02,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.8,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (450 mm dia Ductile Iron Class K-7 pipes),m,metre,6775.29,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.72.9,Providing and laying S&S Centrifugally Cast (Spun) / Ductile Iron Pipes (500 mm dia Ductile Iron Class K-7 pipes),m,metre,7655.17,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.73.1,Providing and laying Double Flanged (Screwed/Welded) Centrifugally (Spun) Ductile Iron Pipes of Class K - 9 (100 mm dia Ductile Iron Double Flanged),m,metre,1906.04,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
